,Subject,0,Item,0,Condition,0,Word,0,0,0,0,RT,0,0
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,78,0,Expt-D,17,11,helyzetet.,sogygetet.,0,yes,977,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,977
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,0,Azt,Uzt,0,yes,1075,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,1075
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,1,kérdeztük%2C,koldedted%2C,1,yes,933,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,933
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,2,hogy,katy,0,yes,923,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,923
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,3,a,u,1,yes,777,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,777
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,4,tilosban,fevosben,1,yes,1291,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,1291
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,5,parkolásért,haréssásént,0,yes,967,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,967
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,6,kiszabott,kúcsajolt,0,yes,1066,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,1066
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,7,büntetést,briittést,0,yes,1184,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,1184
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,8,be,pe,0,yes,914,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,914
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,9,lehet-e,rahat-e,1,yes,1005,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,1005
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,10,csekken,csöllek,0,yes,1037,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,1037
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,166,0,Filler-D,60,11,fizetni.,tábekni.,1,yes,931,Azt kérdeztük%2C hogy a tilosban parkolásért kiszabott büntetést be lehet-e csekken fizetni.,931
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,0,A,I,0,yes,1361,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,1361
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,1,szakértő%2C,szaméltó%2C,1,yes,1134,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,1134
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,2,aki,odé,0,yes,790,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,790
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,3,kiábrándította,koáchardetatta,1,yes,961,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,961
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,4,a,ü,1,yes,923,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,923
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,5,menedzsert,menesbvént,0,yes,961,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,961
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,6,az,öz,1,yes,750,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,750
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,7,év,éz,1,yes,1109,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,1109
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,8,végén%2C,rején%2C,0,yes,1410,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,1410
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,9,aggasztotta,ékgősztennyi,0,yes,2005,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,2005
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,10,a,é,1,yes,1113,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,1113
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,79,0,Expt-A,18,11,kamarát.,küvalál.,0,yes,1441,A szakértő%2C aki kiábrándította a menedzsert az év végén%2C aggasztotta a kamarát.,1441
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,0,Annak,Acman,0,yes,1288,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,1288
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,1,a,ű,1,yes,694,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,694
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,2,valószínűsége%2C,vépferízűsive%2C,1,yes,830,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,830
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,3,hogy,büly,1,yes,783,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,783
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,4,a,u,0,yes,1044,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,1044
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,5,titkárnő,taskennó,0,yes,714,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,714
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,6,a,ú,1,yes,751,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,751
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,7,fontos,finted,1,yes,1207,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,1207
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,8,emailt,riaitt,0,yes,1114,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,1114
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,9,még,nén,1,yes,818,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,818
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,10,ebédszünet,hoémszílet,1,yes,1241,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,1241
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,11,előtt,erőlt,1,yes,1076,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,1076
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,12,kiküldje%2C,kulühban%2C,0,yes,1027,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,1027
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,13,rohamosan,rúbadálan,1,yes,823,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,823
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,159,0,Filler-C,53,14,csökkent.,csíttest.,0,yes,947,Annak a valószínűsége%2C hogy a titkárnő a fontos emailt még ebédszünet előtt kiküldje%2C rohamosan csökkent.,947
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,0,A,Ű,0,yes,655,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,655
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,1,búvár%2C,büzám%2C,1,yes,790,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,790
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,2,akit,oget,1,yes,1076,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,1076
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,3,megijesztett,megáfessészz,1,yes,1024,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,1024
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,4,az,iz,1,yes,1062,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,1062
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,5,úszó,ígyó,0,yes,1095,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,1095
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,6,egy,űzs,0,yes,917,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,917
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,7,nagy,muty,1,yes,859,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,859
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,8,medencében%2C,fozenpécen%2C,0,yes,886,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,886
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,9,felháborította,felgásilítézsa,0,yes,1099,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,1099
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,10,az,uz,1,yes,699,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,699
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,121,0,Expt-C,28,11,úszómestert.,íszömesiszt.,0,yes,908,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,908
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,0,Az%2C,Öz%2C,0,yes,906,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,906
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,1,hogy,pőgy,0,yes,1126,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,1126
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,2,Rita,Vula,1,yes,1639,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,1639
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,3,a,ö,0,yes,883,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,883
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,4,leárazáson,peélakásin,1,yes,995,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,995
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,5,csak,csöt,1,yes,734,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,734
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,6,márkás,metkét,1,yes,949,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,949
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,7,ruhákat,effánat,1,yes,871,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,871
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,8,vett%2C,vekk%2C,1,yes,710,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,710
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,9,teljes,torjat,1,yes,809,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,809
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,10,mértékben,mesirrben,0,yes,1060,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,1060
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,11,kiszámítható,kuttánulmató,1,yes,947,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,947
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,145,0,Filler-A,39,12,volt.,fürt.,0,yes,844,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,844
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,0,Kétséges,Kesvaves,0,yes,1033,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,1033
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,1,volt%2C,vilt%2C,1,yes,717,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,717
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,2,hogy,katy,0,yes,699,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,699
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,3,a,u,0,yes,869,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,869
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,4,varázslótanonc,falézslódamonc,1,yes,1208,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,1208
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,5,legyőzte-e,ranyözt-e,0,yes,1033,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,1033
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,6,az,uz,1,yes,709,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,709
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,7,ellenségét%2C,hánengöbét%2C,1,yes,1424,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,1424
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,8,vagy,fígy,0,yes,1141,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,1141
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,9,csak,csöt,1,yes,744,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,744
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,10,egy,efn,0,yes,749,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,749
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,11,pillanatra,pissasalba,1,yes,990,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,990
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,12,tűnt,pűnk,0,yes,785,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,785
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,13,úgy%2C,úzs%2C,1,yes,788,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,788
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,14,hogy,büly,1,yes,1010,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,1010
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,15,sikert,sétent,0,yes,944,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,944
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,16,fog,vüg,1,yes,778,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,778
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,176,0,Filler-E,70,17,aratni.,reakni.,0,yes,1214,Kétséges volt%2C hogy a varázslótanonc legyőzte-e az ellenségét%2C vagy csak egy pillanatra tűnt úgy%2C hogy sikert fog aratni.,1214
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,0,A,É,0,yes,666,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,666
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,1,szenátor%2C,szonákod%2C,1,yes,1049,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,1049
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,2,aki,eté,0,yes,718,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,718
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,3,az,am,1,yes,873,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,873
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,4,elnököt,ernudüt,0,yes,824,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,824
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,5,háborgatta,pívormetta,0,yes,1238,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,1238
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,6,a,ü,1,yes,921,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,921
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,7,tárgyalást,mengyorást,0,yes,1173,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,1173
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,8,követően%2C,köcelöes%2C,1,yes,839,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,839
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,9,megírt,megúnk,0,yes,841,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,841
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,10,számos,szivis,0,yes,1014,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,1014
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,100,0,Expt-B,23,11,levelet.,laderel.,1,yes,922,A szenátor%2C aki az elnököt háborgatta a tárgyalást követően%2C megírt számos levelet.,922
1680627521,84a3c0891f02adc947b6a348718cff54,Maze,156,0,Filler-C,50,0,Annak,Elbak,0,yes,1061,Annak a lehetősége%2C hogy az amerikai miniszter felhívja az orosz minisztert%2C mindenkit megrémített.,1061
